,Headline,Sentiment,Link,
110,\'Everything has gone against us\' says Madrid\'s Carvajal,neutral,https://news.google.com/articles/CAIiELj1VKhNTLMTLYubrfNapGoqGQgEKhAIACoHCAow9sveCjC0m9YBMPDtoQM,
111,Marchand chimes in on Marner\'s contract negotiations,neutral,https://news.google.com/articles/CAIiEG00MLzOSOvdfrvh7nMEXjYqFwgEKg8IACoHCAowhujNATCy4ycw05BP,
112,Marchand \'can\'t wait\' to see Marner\'s next contract,neutral,https://news.google.com/articles/CBMiTmh0dHBzOi8vd3d3LnRzbi5jYS9tYXJjaGFuZC1jYW4tdC13YWl0LXRvLXNlZS1tYXJuZXItcy1uZXh0LWNvbnRyYWN0LTEuMTI2ODE1MNIBrQFodHRwczovL3d3dy10c24tY2EuY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cudHNuLmNhL21hcmNoYW5kLXdlaWdocy1pbi1vbi1tYXJuZXItcy1jb250cmFjdC1uZWdvdGlhdGlvbnMtd2l0aC1tYXBsZS1sZWFmcy0xLjEyNjgxNTA_dHNuLWFtcCZhbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ,
113,Game #66 Review: Toronto Maple Leafs 6 vs. Calgary Flames 2,neutral,https://news.google.com/articles/CBMiY2h0dHBzOi8vbWFwbGVsZWFmc2hvdHN0b3ZlLmNvbS8yMDE5LzAzLzA1L2dhbWUtNjYtcmV2aWV3LXRvcm9udG8tbWFwbGUtbGVhZnMtNi12cy1jYWxnYXJ5LWZsYW1lcy0yL9IBAA,
114,Maple Leafs’ contract conversations are all about hollers (for Marner) and sense (for Sparks),neutral,https://news.google.com/articles/CAIiEM9j2jxtZRYaZkeoKPDh0qEqFggEKg4IACoGCAow6bV4MPfJDDCEukc,
115,It\'s been all smiles as a Vancouver Canuck for Josh Leivo,neutral,https://news.google.com/articles/CBMiSmh0dHBzOi8vd3d3LnNwb3J0c25ldC5jYS81OTAvZ29vZC1zaG93L3NtaWxlcy12YW5jb3V2ZXItY2FudWNrLWpvc2gtbGVpdm8v0gEA,
116,Kucherov ties Lightning single-season points mark in win over Jets,neutral,https://news.google.com/articles/CBMiX2h0dHBzOi8vd3d3LnNwb3J0c25ldC5jYS9ob2NrZXkvbmhsL2t1Y2hlcm92LXRpZXMtbGlnaHRuaW5nLXNpbmdsZS1zZWFzb24tcG9pbnRzLW1hcmstd2luLWpldHMv0gEA,
117,Kucherov ties franchise record as Lightning top Jets,neutral,https://news.google.com/articles/CBMiUWh0dHBzOi8vd3d3LnRzbi5jYS9rdWNoZXJvdi10aWVzLWZyYW5jaGlzZS1yZWNvcmQtYXMtbGlnaHRuaW5nLXRvcC1qZXRzLTEuMTI2ODUxNtIBoAFodHRwczovL3d3dy10c24tY2EuY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cudHNuLmNhL2t1Y2hlcm92LXRpZXMtdGFtcGEtc2luZ2xlLXNlYXNvbi1wb2ludHMtbWFyay1pbi01LTItd2luLTEuMTI2ODUxNj90c24tYW1wJmFtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl,
118,Preview: Winnipeg Jets vs Tampa Bay Lightning,neutral,https://news.google.com/articles/CBMilgFodHRwczovL3d3dy5hcmN0aWNpY2Vob2NrZXkuY29tLzIwMTkvMy81LzE4MjUwNzU0L3ByZXZpZXctd2lubmlwZWctamV0cy12cy10YW1wYS1iYXktbGlnaHRuaW5nLXN0YW1rb3Mtc3RldmUta3VjaGVyb3YtbmlraXRhLXNjaGVpZmVsZS1tYXJrLWhlbGxlYnV5Y2vSAfMBaHR0cHM6Ly93d3ctYXJjdGljaWNlaG9ja2V5LWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5hcmN0aWNpY2Vob2NrZXkuY29tL3BsYXRmb3JtL2FtcC8yMDE5LzMvNS8xODI1MDc1NC9wcmV2aWV3LXdpbm5pcGVnLWpldHMtdnMtdGFtcGEtYmF5LWxpZ2h0bmluZy1zdGFta29zLXN0ZXZlLWt1Y2hlcm92LW5pa2l0YS1zY2hlaWZlbGUtbWFyay1oZWxsZWJ1eWNrP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl,
119,Why the Lightning\'s Jeff Vinik is the best owner in North American pro sports,neutral,https://news.google.com/articles/CBMieWh0dHBzOi8vd3d3LnRhbXBhYmF5LmNvbS9saWdodG5pbmcvd2h5LXRoZS1saWdodG5pbmdzLWplZmYtdmluaWstaXMtdGhlLWJlc3Qtb3duZXItaW4tbm9ydGgtYW1lcmljYW4tcHJvLXNwb3J0cy0yMDE5MDMwNS_SAc8BaHR0cHM6Ly93d3ctdGFtcGFiYXktY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LnRhbXBhYmF5LmNvbS9saWdodG5pbmcvd2h5LXRoZS1saWdodG5pbmdzLWplZmYtdmluaWstaXMtdGhlLWJlc3Qtb3duZXItaW4tbm9ydGgtYW1lcmljYW4tcHJvLXNwb3J0cy0yMDE5MDMwNS8_dGVtcGxhdGU9YW1wJmFtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl,
120,League\'s best Lightning pose tough road test for Jets,neutral,https://news.google.com/articles/CBMieGh0dHBzOi8vd3d3Lndpbm5pcGVnZnJlZXByZXNzLmNvbS9zcG9ydHMvaG9ja2V5L2pldHMvbGVhZ3Vlcy1iZXN0LWxpZ2h0bmluZy1wb3NlLXRvdWdoLXJvYWQtdGVzdC1mb3ItamV0cy01MDY3MTg4ODIuaHRtbNIBAA,
121,Elon Musk & NASA want to send civilians to the space station,neutral,https://news.google.com/articles/CBMiVmh0dHBzOi8vd3d3LnR3ZWFrdG93bi5jb20vbmV3cy82NTA2MC9lbG9uLW11c2stbmFzYS13YW50LXNlbmQtY2l2aWxpYW5zLXNwYWNlLXN0YXRpb24v0gEA,
122,SpaceX Crew Dragon capsule welcomes ISS astronaut aboard after docking,neutral,https://news.google.com/articles/CBMiaGh0dHBzOi8vbWV0cm8uY28udWsvMjAxOS8wMy8wNC9zcGFjZXgtY3Jldy1kcmFnb24tY2Fwc3VsZS13ZWxjb21lcy1pc3MtYXN0cm9uYXV0LWFib2FyZC1kb2NraW5nLTg4MDAxNzYv0gGwAWh0dHBzOi8vbWV0cm8tY28tdWsuY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9tZXRyby5jby51ay8yMDE5LzAzLzA0L3NwYWNleC1jcmV3LWRyYWdvbi1jYXBzdWxlLXdlbGNvbWVzLWlzcy1hc3Ryb25hdXQtYWJvYXJkLWRvY2tpbmctODgwMDE3Ni9hbXAvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl,
123,SpaceX Dragon capsule successfully docks with ISS,neutral,https://news.google.com/articles/CBMiS2h0dHBzOi8vcGh5cy5vcmcvbmV3cy8yMDE5LTAzLXNwYWNleC1kcmFnb24tY2Fwc3VsZS1zdWNjZXNzZnVsbHktZG9ja3MuaHRtbNIBiwFodHRwczovL3BoeXMtb3JnLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvcGh5cy5vcmcvbmV3cy8yMDE5LTAzLXNwYWNleC1kcmFnb24tY2Fwc3VsZS1zdWNjZXNzZnVsbHktZG9ja3MuYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl,
124,Inside the SpaceX Crew Dragon Spacecraft,neutral,https://news.google.com/articles/CCAiCzRKUEhrUE5YT2lnmAEB,
125,SpaceX\'s new crew capsule completes space station docking,neutral,https://news.google.com/articles/CBMiWWh0dHBzOi8vdGVjaGNlbnRyYWwuY28uemEvc3BhY2V4cy1uZXctY3Jldy1jYXBzdWxlLWNvbXBsZXRlcy1zcGFjZS1zdGF0aW9uLWRvY2tpbmcvODc5NDUv0gEA,
126,Israeli spacecraft snaps ultimate selfie on way to moon,neutral,https://news.google.com/articles/CBMihAFodHRwczovL2xlYWRlcnBvc3QuY29tL3Btbi9uZXdzLXBtbi9pc3JhZWxpLXNwYWNlY3JhZnQtc25hcHMtdWx0aW1hdGUtc2VsZmllLW9uLXdheS10by1tb29uL3djbS8wNjBlZjdhNi1jZTllLTQxOWQtOTEzNy1iZDkxNTQ3OWZmY2TSAc8BaHR0cHM6Ly9sZWFkZXJwb3N0LWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL2xlYWRlcnBvc3QuY29tL3Btbi9uZXdzLXBtbi9pc3JhZWxpLXNwYWNlY3JhZnQtc25hcHMtdWx0aW1hdGUtc2VsZmllLW9uLXdheS10by1tb29uL3djbS8wNjBlZjdhNi1jZTllLTQxOWQtOTEzNy1iZDkxNTQ3OWZmY2QvYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl,
127,Israel\'s first moon mission spacecraft sends back selfie,neutral,https://news.google.com/articles/CAIiENzRNzRuzvQjXTmMWqf3nc8qFggEKg4IACoGCAowl6p7MN-zCTDlkko,
128,Israeli Moon Lander Snaps Epic Space Selfie with a Full Earth,neutral,https://news.google.com/articles/CBMiOmh0dHBzOi8vd3d3LnNwYWNlLmNvbS9pc3JhZWwtbW9vbi1sYW5kZXItZWFydGgtc2VsZmllLmh0bWzSAYQBaHR0cHM6Ly93d3ctc3BhY2UtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LnNwYWNlLmNvbS9hbXAvaXNyYWVsLW1vb24tbGFuZGVyLWVhcnRoLXNlbGZpZS5odG1sP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl,
129,Selfie from 20000 miles away: Israeli Beresheet snaps first shot in space,neutral,https://news.google.com/articles/CAIiEKU7Yo4QztX9baHSJFetYi0qGAgEKg8IACoHCAowr9eeCTDYlm4whdicAQ,
130,The world\'s first private lunar lander just took a selfie with Earth on its way to the moon,neutral,https://news.google.com/articles/CAIiEIqS3a7O4tcdqfmjygcGGNQqGQgEKhAIACoHCAow9qOFCzDSvIIDMLD-hQY,
131,SpaceX test launch of Dragon capsule on 2 March: When and where to watch it live,neutral,https://news.google.com/articles/CAIiEOCAnmQb3hr04ZEYBhk9s7sqFwgEKg8IACoHCAow5v6PATDrwA8wruge,
132,SpaceX\'s Crew Dragon Demo-1 Test Flight in Pictures,neutral,https://news.google.com/articles/CBMiR2h0dHBzOi8vd3d3LnNwYWNlLmNvbS9zcGFjZXgtY3Jldy1kcmFnb24tZGVtby0xLXRlc3QtZmxpZ2h0LXBob3Rvcy5odG1s0gEA,
133,SpaceX Launch Succesful Crew Dragon Capsule Docks With Space Station,neutral,https://news.google.com/articles/CBMiXWh0dHBzOi8vd3d3LmludmVzdG9ycy5jb20vbmV3cy9zcGFjZXgtbGF1bmNoLWNyZXctZHJhZ29uLWNhcHN1bGUtaW50ZXJuYXRpb25hbC1zcGFjZS1zdGF0aW9uL9IBAA,
134,SpaceX\'s historic Crew Dragon flight successfully docks at Internation,neutral,https://news.google.com/articles/CBMibmh0dHBzOi8vd3d3LndzYnJhZGlvLmNvbS9uZXdzL25hdGlvbmFsL3NwYWNleC1wcmVwYXJlcy1mb3ItaGlzdG9yaWMtY3Jldy1kcmFnb24tbGF1bmNoL2hEaThjcE80UjIwYkwxSFJOdENjVUwv0gG_AWh0dHBzOi8vd3d3LXdzYnJhZGlvLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy53c2JyYWRpby5jb20vbmV3cy9uYXRpb25hbC9zcGFjZXgtcHJlcGFyZXMtZm9yLWhpc3RvcmljLWNyZXctZHJhZ29uLWxhdW5jaC9oRGk4Y3BPNFIyMGJMMUhSTnRDY1VML2FtcC5odG1sP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl,
135,NASA\'s InSight Mars lander got stuck between a rock in a hard place,neutral,https://news.google.com/articles/CAIiEHIN3RGdJVYdmxHGymHOcDIqEwgEKgwIACoFCAow4GowoAgwkRo,
136,NASA’s InSight lander tried to dig into Mars but Mars had other plans,neutral,https://news.google.com/articles/CAIiEEYIFVzx6K_1c_mVmI0JasUqFggEKg4IACoGCAowl7gmMPL_BTDy-ws,
137,InSight\'s Rock-hammer is About Half a Meter Down and has Already Run into Rocks.,neutral,https://news.google.com/articles/CBMidGh0dHBzOi8vd3d3LnVuaXZlcnNldG9kYXkuY29tLzE0MTY3OS9pbnNpZ2h0cy1yb2NrLWhhbW1lci1pcy1hYm91dC1oYWxmLWEtbWV0ZXItZG93bi1hbmQtaGFzLWFscmVhZHktcnVuLWludG8tcm9ja3Mv0gEA,
138,News | insight20190Mars InSight Lander\'s \'Mole\' Pauses Digging,neutral,https://news.google.com/articles/CBMiM2h0dHBzOi8vd3d3LmpwbC5uYXNhLmdvdi9uZXdzL25ld3MucGhwP2ZlYXR1cmU9NzM0NtIBAA,
139,Mars InSight lander pauses drilling due to rocks beneath planet\'s surface NASA says,neutral,https://news.google.com/articles/CBMiamh0dHBzOi8vd3d3LmFiYy5uZXQuYXUvbmV3cy8yMDE5LTAzLTA2L21hcnMtaW5zaWdodC1sYW5kZXItcGF1c2VzLWRyaWxsaW5nLWR1ZS10by1yb2Nrcy1uYXNhLXNheXMvMTA4NzYzNzTSAWxodHRwczovL2FtcC1hYmMtbmV0LWF1LmNkbi5hbXBwcm9qZWN0Lm9yZy92L2FtcC5hYmMubmV0LmF1L2FydGljbGUvMTA4NzYzNzQ_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU,
140,Toronto Public Health investigating confirmed case of measles,neutral,https://news.google.com/articles/CAIiEHm77EbBISX_uxX9o-dpYYMqGQgEKhAIACoHCAow6f-ICzDjj4gDMM7tngY,
141,Teen tells U.S. Senate why he defied his mom to get vaccinated,neutral,https://news.google.com/articles/CBMiSmh0dHBzOi8vd3d3LmNpdHluZXdzMTEzMC5jb20vMjAxOS8wMy8wNS90ZWVuLXNlbmF0ZS1kZWZpZWQtbW9tLXZhY2NpbmF0ZWQv0gGbAWh0dHBzOi8vd3d3LWNpdHluZXdzMTEzMC1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuY2l0eW5ld3MxMTMwLmNvbS8yMDE5LzAzLzA1L3RlZW4tc2VuYXRlLWRlZmllZC1tb20tdmFjY2luYXRlZC9hbXAvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl,
142,HIV-positive man in U.K. seems to be 2nd person ever cured after transplant,neutral,https://news.google.com/articles/CAIiEPseiYfO8ImyuXDYnkyF9qMqGQgEKhAIACoHCAowqeP_CjDdg_oCMMTh6QU,
143,2nd man seems to be free of virus that causes AIDS after transplant,neutral,https://news.google.com/articles/CBMiQ2h0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2hlYWx0aC9sb25kb24tcGF0aWVudC1mcmVlLW9mLWhpdi0xLjUwNDMxMjPSAWNodHRwczovL3d3dy1jYmMtY2EuY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuY2JjLmNhL2FtcC8xLjUwNDMxMjM_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU,
144,Second man seems to be free of AIDS virus after stem cell transplant,neutral,https://news.google.com/articles/CBMiaWh0dHBzOi8vd3d3LmNwMjQuY29tL3dvcmxkL3NlY29uZC1tYW4tc2VlbXMtdG8tYmUtZnJlZS1vZi1haWRzLXZpcnVzLWFmdGVyLXN0ZW0tY2VsbC10cmFuc3BsYW50LTEuNDMyMjY3ONIBeWh0dHBzOi8vYmV0YS1jcDI0LWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL2JldGEuY3AyNC5jb20vd29ybGQvMjAxOS8zLzUvMV80MzIyNjc4Lmh0bWw_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU,
145,First man ever to be cleared of HIV hails news of second and says his and London patient\'s cases \'give hope\' to those living with virus,neutral,https://news.google.com/articles/CAIiENR4GvQfAzsU2fKD4dIaau4qFggEKg4IACoGCAowqvB9MMTRCTC19BU,
146,Second man seems to be free of AIDS virus after transplant,neutral,https://news.google.com/articles/CBMihwFodHRwczovL3ZhbmNvdXZlcnN1bi5jb20vbmV3cy93b3JsZC9zZWNvbmQtbWFuLXNlZW1zLXRvLWJlLWZyZWUtb2YtYWlkcy12aXJ1cy1hZnRlci10cmFuc3BsYW50L3djbS85OTk1NzgzZS0xNmJmLTRlOWUtODM0MS03YTRkMDQ1MjEyYjHSAdQBaHR0cHM6Ly92YW5jb3V2ZXJzdW4tY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvdmFuY291dmVyc3VuLmNvbS9uZXdzL3dvcmxkL3NlY29uZC1tYW4tc2VlbXMtdG8tYmUtZnJlZS1vZi1haWRzLXZpcnVzLWFmdGVyLXRyYW5zcGxhbnQvd2NtLzk5OTU3ODNlLTE2YmYtNGU5ZS04MzQxLTdhNGQwNDUyMTJiMS9hbXA_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU,
147,Frustration as textured breast implants keep being sold despite cancer risk,neutral,https://news.google.com/articles/CBMiUWh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9tb250cmVhbC9xdWViZWMtdGV4dHVyZWQtYnJlYXN0LWltcGxhbnRzLTEuNTA0MjY3OdIBY2h0dHBzOi8vd3d3LWNiYy1jYS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5jYmMuY2EvYW1wLzEuNTA0MjY3OT9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ,
148,Quebec contacting women with textured breast implants to warn of cancer risk,neutral,https://news.google.com/articles/CAIiEG2sdZimEMDwm09XYVVjjvcqGQgEKhAIACoHCAowqeP_CjDdg_oCMMXh6QU,
149,Quebec warns of cancer risk to women with textured breast implants,neutral,https://news.google.com/articles/CBMibGh0dHBzOi8vbmF0aW9uYWxwb3N0LmNvbS9oZWFsdGgvcXVlYmVjLWNvbnRhY3Rpbmctd29tZW4td2l0aC10ZXh0dXJlZC1icmVhc3QtaW1wbGFudHMtdG8td2Fybi1vZi1jYW5jZXItcmlza9IBuQFodHRwczovL25hdGlvbmFscG9zdC1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9uYXRpb25hbHBvc3QuY29tL2hlYWx0aC9xdWViZWMtY29udGFjdGluZy13b21lbi13aXRoLXRleHR1cmVkLWJyZWFzdC1pbXBsYW50cy10by13YXJuLW9mLWNhbmNlci1yaXNrL2FtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ,
150,Doctors see increase in women removing breast implants,neutral,https://news.google.com/articles/CCAiC1pYbmtvcnhWVlJZmAEB,
151,Health ministry warns of cancer risk for breast implant patients,neutral,https://news.google.com/articles/CBMiZmh0dHBzOi8vbW9udHJlYWwuY3R2bmV3cy5jYS9oZWFsdGgtbWluaXN0cnktd2FybnMtb2YtY2FuY2VyLXJpc2stZm9yLWJyZWFzdC1pbXBsYW50LXBhdGllbnRzLTEuNDMyMTY2M9IBhgFodHRwczovL2JldGEtY3R2bmV3cy1jYS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL2JldGEuY3R2bmV3cy5jYS9sb2NhbC9tb250cmVhbC8yMDE5LzMvNC8xXzQzMjE2NjMuaHRtbD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ,
